topic_number,title,hook,video_prompt,on_screen_bullets,image_url,hashtags,caption,image_credit,image_source
1,The Enlightenment,Reason changed the world forever.,"Create a 30-second history short about The Enlightenment. Hook: An intellectual movement that reshaped politics and science. Cover: Voltaire, Locke, and Rousseau challenged the authority of kings and churches across Europe. The Encyclopédie cataloged human knowledge and spread Enlightenment ideas to a wide audience. Enlightenment thinkers placed reason above superstition in politics, science, and daily life. Enlightenment ideals inspired revolutions in America, France, and beyond. Enlightenment philosophers championed free speech, religious tolerance, and individual rights. The Enlightenment peaked in 18th-century Europe and reshaped governments on both sides of the Atlantic. Salons and coffeehouses spread radical new ideas about liberty, science, and human rights. Enlightenment thinkers challenged absolute monarchy and helped inspire modern constitutional democracy.","Voltaire, Locke, and Rousseau challenged the authority of kings and churches across Europe. | The Encyclopédie cataloged human knowledge and spread Enlightenment ideas to a wide audience. | Enlightenment thinkers placed reason above superstition in politics, science, and daily life. | Enlightenment ideals inspired revolutions in America, France, and beyond. | Enlightenment philosophers championed free speech, religious tolerance, and individual rights. | The Enlightenment peaked in 18th-century Europe and reshaped governments on both sides of the Atlantic. | Salons and coffeehouses spread radical new ideas about liberty, science, and human rights. | Enlightenment thinkers challenged absolute monarchy and helped inspire modern constitutional democracy. | The Age of Enlightenment was a period of intellectual and cultural flourishing in Europe and Western civilization. | Contemporary reports still describe The Enlightenment. | Later histories kept returning to The Enlightenment. | Surviving photographs still illustrate The Enlightenment.",/images/catalog/001-the-enlightenment.jpg,#HistoryTok #Enlightenment #Philosophy #DidYouKnow,The Age of Reason changed everything. Voltaire. Locke. Rousseau. They didn't just think — they rewrote the rules. #HistoryTok #Enlightenment #Philosophy #DidYouKnow,Raphael · Public domain,https://commons.wikimedia.org/wiki/File:The_School_of_Athens_by_Raphael.jpg
12,Transcontinental Railroad,Two railroads. One golden spike.,"Create a 30-second history short about the Transcontinental Railroad. Cover: Completed May 10 1869 — a key part of the story of Transcontinental Railroad. 20000+ Chinese laborers — a key part of the story of Transcontinental Railroad. Months to 7 days coast to coast — a key part of the story of Transcontinental Railroad. 130 million acres given away — a key part of the story of Transcontinental Railroad. Golden spike driven — a key part of the story of Transcontinental Railroad. The Central Pacific and Union Pacific railroads met at Promontory Summit, Utah, on May 10, 1869. More than 20,000 Chinese laborers built the treacherous western half through mountains and desert. The railroad cut cross-country travel from months to about seven days.","Completed May 10, 1869. | 20000+ Chinese laborers. | Months to 7 days coast to coast. | 130 million acres given away. | The Central Pacific and Union Pacific railroads met at Promontory Summit, Utah, on May 10, 1869. | More than 20,000 Chinese laborers built the treacherous western half through mountains and desert. | The railroad cut cross-country travel from months to about seven days. | Many of them continue to have an important role in freight transportation. | Transcontinental Railroad is usually dated to 1869. | Contemporary reports still describe Transcontinental Railroad. | Later histories kept returning to Transcontinental Railroad. | Surviving photographs still illustrate Transcontinental Railroad.",/images/catalog/012-transcontinental-railroad.jpg,#TranscontinentalRailroad #AmericanHistory #RailroadHistory #HistoryFacts,Two railroads. One spike. America connected. #TranscontinentalRailroad #AmericanHistory #RailroadHistory #HistoryFacts,United States Pacific Railway Commission. Digital image reconstruction… · CC BY-SA 3.0,https://commons.wikimedia.org/wiki/File:US_Pacific_Railroads_1887.jpg
13,Meiji Restoration,Japan feudal to world power in 40 YEARS.,"Create a 30-second history short about the Meiji Restoration. Cover: 250 years of shogunate — ended — a key part of the story of Meiji Restoration. Emperor Meiji restored 1868 — a key part of the story of Meiji Restoration. Samurai abolished — a key part of the story of Meiji Restoration. Beat China AND Russia — a key part of the story of Meiji Restoration. 40-year transformation — a key part of the story of Meiji Restoration. The Meiji Restoration began in 1868, ending over 250 years of Tokugawa shogunate rule. Japan rapidly adopted Western industry, military methods, and education to avoid colonization. Within decades Japan defeated China and Russia, proving its transformation to the world.","250 years of shogunate — ended. | Emperor Meiji restored 1868. | 40-year transformation. | The Meiji Restoration began in 1868, ending over 250 years of Tokugawa shogunate rule. | Japan rapidly adopted Western industry, military methods, and education to avoid colonization. | Within decades Japan defeated China and Russia, proving its transformation to the world. | Meiji Restoration is usually dated to 1868. | Contemporary reports still describe Meiji Restoration. | Later histories kept returning to Meiji Restoration. | Surviving photographs still illustrate Meiji Restoration. | Standard world-history surveys still include Meiji Restoration. | The public record of Meiji Restoration is still being argued over.",/images/catalog/013-meiji-restoration.jpg,#MeijiRestoration #JapaneseHistory #Samurai #HistoryTok,Feudal to world power in 40 years. Japan's impossible leap. #MeijiRestoration #JapaneseHistory #Samurai #HistoryTok,Takahashi Yuichi (1828-1894) · Public domain,https://commons.wikimedia.org/wiki/File:Emperor_Meiji_by_Takahashi_Yuichi.jpg
14,Jack the Ripper,5 murders. 0 arrests. Still UNSOLVED.,"Create a 30-second history short about Jack the Ripper. Cover: 1888 — East End London — a key part of the story of Jack the Ripper. 5 murders 0 arrests — a key part of the story of Jack the Ripper. Letters signed Jack the Ripper. No DNA. No forensics — a key part of the story of Jack the Ripper. Still unsolved — a key part of the story of Jack the Ripper. Jack the Ripper killed at least five women in London's East End during the autumn of 1888. The killer taunted police and newspapers with letters signed 'Jack the Ripper.'. Despite massive investigation, no suspect was ever convicted and the case remains unsolved.","1888 — East End London. | 5 murders 0 arrests. | Letters signed Jack the Ripper. | The killer taunted police and newspapers with letters signed 'Jack the Ripper.'. | Despite massive investigation, no suspect was ever convicted and the case remains unsolved. | Rumours that the murders were connected intensified in September and October 1888. | Their throats were cut prior to abdominal mutilations. | In both criminal case files and the contemporaneous journalistic accounts, the killer was also called the Whitechapel Murderer and Leather Apron. | The removal of internal organs from at least three of the victims led to speculation that the killer had some anatomical or surgical knowledge. | The name ""Jack the Ripper"" originated in the ""Dear Boss letter"" written by someone claiming to be the murderer, which was disseminated in the press. | Jack the Ripper is usually dated to 1888. | Contemporary reports still describe Jack the Ripper.",/images/catalog/014-jack-the-ripper.jpg,#JackTheRipper #TrueCrime #VictorianLondon #UnsolvedMystery,5 murders. 0 arrests. 130+ years. Who was Jack? #JackTheRipper #TrueCrime #VictorianLondon #UnsolvedMystery,R. Taylor (R. & E. Taylor (Firm)) · Public domain,https://commons.wikimedia.org/wiki/File:JacktheRipper1888.jpg
15,Wright Brothers First Flight,12 seconds. Changed FOREVER.,"Create a 30-second history short about the Wright Brothers. Cover: Dec 17 1903 — Kitty Hawk — a key part of the story of Wright Brothers First Flight. 120 feet. 12 seconds — a key part of the story of Wright Brothers First Flight. Bicycle shop to aviation — a key part of the story of Wright Brothers First Flight. 66 years later — Moon landing — a key part of the story of Wright Brothers First Flight. Every plane uses their design — a key part of the story of Wright Brothers First Flight. Orville and Wilbur Wright ran a bicycle shop in Dayton, Ohio, before teaching themselves aerodynamics. Their Flyer achieved the first powered, controlled flight on December 17, 1903, at Kitty Hawk. Their three-axis control system remains fundamental to every aircraft flying today.","Dec 17 1903 — Kitty Hawk. | 120 feet. 12 seconds. | 66 years later — Moon landing. | Every plane uses their design. | Orville and Wilbur Wright ran a bicycle shop in Dayton, Ohio, before teaching themselves aerodynamics. | Their Flyer achieved the first powered, controlled flight on December 17, 1903, at Kitty Hawk. | Their three-axis control system remains fundamental to every aircraft flying today. | The brothers' breakthrough invention was their creation of a three-axis control system. | Their system of aircraft controls made fixed-wing powered flight possible and remains standard on airplanes of all kinds. | Wright Brothers First Flight is usually dated to 1903. | Contemporary reports still describe Wright Brothers First Flight. | Later histories kept returning to Wright Brothers First Flight.",/images/catalog/015-wright-brothers-first-flight.jpg,#WrightBrothers #AviationHistory #FirstFlight #HistoryTok,12 seconds that changed humanity forever. The first flight. #WrightBrothers #AviationHistory #FirstFlight #HistoryTok,John T. Daniels · Public domain,https://commons.wikimedia.org/wiki/File:First_flight2.jpg
16,Sinking of the Titanic,Unsinkable. Sank in 3 HOURS.,"Create a 30-second history short about the Titanic. Cover: April 14 1912 — a key part of the story of Sinking of the Titanic. 1500+ died — a key part of the story of Sinking of the Titanic. Lifeboats for HALF the people — a key part of the story of Sinking of the Titanic. Band played as it sank — a key part of the story of Sinking of the Titanic. Warnings ignored — a key part of the story of Sinking of the Titanic. The Titanic struck an iceberg on April 14, 1912, and sank in roughly three hours. Of the 2,240 passengers and crew aboard, more than 1,500 lost their lives in the icy Atlantic. The disaster led to major reforms in maritime safety, including mandatory lifeboats for all.","Lifeboats for HALF the people. | The Titanic struck an iceberg on April 14, 1912, and sank in roughly three hours. | Of the 2,240 passengers and crew aboard, more than 1,500 lost their lives in the icy Atlantic. | The disaster led to major reforms in maritime safety, including mandatory lifeboats for all. | Titanic had been designed to stay afloat with up to four of her forward compartments flooded. | Sinking of the Titanic is usually dated to 1912. | Another date tied to Sinking of the Titanic is 1500. | Contemporary reports still describe Sinking of the Titanic. | Later histories kept returning to Sinking of the Titanic. | Surviving photographs still illustrate Sinking of the Titanic. | Standard world-history surveys still include Sinking of the Titanic. | The public record of Sinking of the Titanic is still being argued over.",/images/catalog/016-sinking-of-the-titanic.jpg,#Titanic #Shipwreck #1912 #HistoryTok,Unsinkable. Sank in 3 hours. Hubris has a price. #Titanic #Shipwreck #1912 #HistoryTok,Francis Godolphin Osbourne Stuart · Public domain,https://commons.wikimedia.org/wiki/File:RMS_Titanic_3.jpg
17,World War I,One assassination. 20 MILLION dead.,"Create a 30-second history short about World War I. Cover: Franz Ferdinand shot — 1914 — a key part of the story of World War I. Trench warfare = hell — a key part of the story of World War I. Poison gas. Machine guns — a key part of the story of World War I. 20 million dead — a key part of the story of World War I. Armistice Nov 11 1918 — a key part of the story of World War I. Archduke Franz Ferdinand's assassination in Sarajevo on June 28, 1914, triggered the war. Trench warfare, poison gas, and machine guns made the Western Front a hellish stalemate. The Armistice on November 11, 1918, ended fighting but left a broken Europe ripe for future conflict.","Franz Ferdinand shot — 1914. | Armistice Nov 11 1918. | Archduke Franz Ferdinand's assassination in Sarajevo on June 28, 1914, triggered the war. | Trench warfare, poison gas, and machine guns made the Western Front a hellish stalemate. | The Armistice on November 11, 1918, ended fighting but left a broken Europe ripe for future conflict. | World War I, or the First World War was a global conflict between two coalitions: the Allies and the Central Powers. | The causes of World War I included the rise of the German Empire. | A world war is an international conflict that involves most or all of the world's major powers. | Some historians have also characterized other global conflicts as world wars, such as the Seven Years' War, Cold War. | World War I is usually dated to 1914. | Another date tied to World War I is 1918. | Contemporary reports still describe World War I.",/images/catalog/017-world-war-i.jpg,#WorldWar1 #WW1 #TrenchWarfare #MilitaryHistory,One shot. 20 million dead. The war that ended an era. #WorldWar1 #WW1 #TrenchWarfare #MilitaryHistory,Collection DocAnciens/docpix.fr · Public domain,https://commons.wikimedia.org/wiki/File:Bataille_de_Verdun_1916.jpg
18,Russian Revolution,Two revolutions. One year. Empire gone.,"Create a 30-second history short about the Russian Revolution. Cover: Tsar executed with his family — a key part of the story of Russian Revolution. Lenin: Peace Land Bread — a key part of the story of Russian Revolution. USSR born 1922 — a key part of the story of Russian Revolution. Civil war killed millions — a key part of the story of Russian Revolution. Divided the world 70 years — a key part of the story of Russian Revolution. Two revolutions in 1917 overthrew the tsar and brought the Bolsheviks to power under Lenin. The Romanov family was executed in 1918, ending centuries of imperial Russian rule. The USSR formed in 1922 and became a global superpower that shaped the 20th century.","Tsar executed with his family. | Civil war killed millions. | Divided the world 70 years. | Two revolutions in 1917 overthrew the tsar and brought the Bolsheviks to power under Lenin. | The Romanov family was executed in 1918, ending centuries of imperial Russian rule. | The USSR formed in 1922 and became a global superpower that shaped the 20th century. | The Russian Revolution was a period of political and social change in Russia, starting in 1917. | It can be seen as the precursor for other revolutions that occurred in the aftermath of World War I, such as the German Revolution of 1918–1919. | The Russian Revolution was a key event of the 20th century. | Officials were convinced that if Tsar Nicholas II abdicated, the unrest would subside. | During the unrest, Soviet councils were formed by locals in Petrograd that initially did not oppose the new government. | Russian Revolution is usually dated to 1922.",/images/catalog/018-russian-revolution.jpg,#RussianRevolution #SovietUnion #Lenin #HistoryTok,Two revolutions. One year. An empire erased. #RussianRevolution #SovietUnion #Lenin #HistoryTok,unknown; photo retake by George Shuklin · Public domain,https://commons.wikimedia.org/wiki/File:%D0%9C%D0%B8%D1%82%D0%B8%D0%BD%D0%B3_%D0%BD%D0%B0_%D0%9D%D0%B5%D0%B2%D1%81%D0%BA%D0%BE%D0%BC_%D0%BF%D1%80%D0%BE%D1%81%D0%BF%D0%B5%D0%BA%D1%82%D0%B5_%281917%29.jpg
19,Roaring Twenties,Jazz. Flappers. Then it all CRASHED.,Create a 30-second history short about the Roaring Twenties. Cover: Women got the vote — 1920 — a key part of the story of Roaring Twenties. Prohibition = speakeasies — a key part of the story of Roaring Twenties. Louis Armstrong & jazz — a key part of the story of Roaring Twenties. Flappers broke every rule — a key part of the story of Roaring Twenties. Crashed Oct 1929 — a key part of the story of Roaring Twenties. The 19th Amendment granted American women the right to vote in 1920. Prohibition from 1920 to 1933 banned alcohol and fueled a booming underground speakeasy culture. The stock market crash of October 1929 ended the decade and ushered in the Great Depression.,"Women got the vote — 1920. | Flappers broke every rule. | The 19th Amendment granted American women the right to vote in 1920. | Prohibition from 1920 to 1933 banned alcohol and fueled a booming underground speakeasy culture. | The stock market crash of October 1929 ended the decade and ushered in the Great Depression. | In France, the decade was known as the années folles, emphasizing the era's social, artistic and cultural dynamism. | Roaring Twenties is usually dated to 1920. | Another date tied to Roaring Twenties is 1929. | Contemporary reports still describe Roaring Twenties. | Later histories kept returning to Roaring Twenties. | Surviving photographs still illustrate Roaring Twenties. | Standard world-history surveys still include Roaring Twenties.",/images/catalog/019-roaring-twenties.jpg,#RoaringTwenties #JazzAge #Flapper #1920s,Jazz. Flappers. Speakeasies. Then everything collapsed. #RoaringTwenties #JazzAge #Flapper #1920s,"Walery , Polish-British, 1863-1929 · Public domain",https://commons.wikimedia.org/wiki/File:Baker_Charleston.jpg
20,Discovery of Penicillin,Mold in a dish saved BILLIONS.,Create a 30-second history short about penicillin. Cover: Fleming — 1928 accident — a key part of the story of Discovery of Penicillin. Killed bacteria instantly — a key part of the story of Discovery of Penicillin. Mass-produced for WWII — a key part of the story of Discovery of Penicillin. Launched antibiotic era — a key part of the story of Discovery of Penicillin. Superbugs today — a key part of the story of Discovery of Penicillin. Alexander Fleming discovered penicillin by accident in 1928 when mold contaminated a petri dish. Scientists Florey and Chain later developed methods to mass-produce the antibiotic for WWII. Penicillin launched the antibiotic era and saved countless lives from bacterial infections.,"Fleming — 1928 accident. | Killed bacteria instantly. | Launched antibiotic era. | Alexander Fleming discovered penicillin by accident in 1928 when mold contaminated a petri dish. | Scientists Florey and Chain later developed methods to mass-produce the antibiotic for WWII. | Penicillin launched the antibiotic era and saved countless lives from bacterial infections. | The discovery of penicillin was one of the most important scientific discoveries in the history of medicine. | The mould was found to be a variant of Penicillium notatum, a contaminant of a bacterial culture in his laboratory. | Discovery of Penicillin is usually dated to 1928. | Contemporary reports still describe Discovery of Penicillin. | Later histories kept returning to Discovery of Penicillin. | Surviving photographs still illustrate Discovery of Penicillin.",/images/catalog/020-discovery-of-penicillin.jpg,#Penicillin #MedicalHistory #ScienceFacts #HistoryTok,Mold in a petri dish. Billions saved. The greatest accident in science. #Penicillin #MedicalHistory #ScienceFacts #HistoryTok,Science Museum London / Science and Society Picture Library · CC BY-SA 4.0,https://commons.wikimedia.org/wiki/File:Sample_of_penicillin_mould_presented_by_Alexander_Fleming_to_Douglas_Macleod%2C_1935_%289672239344%29.jpg
21,Great Depression,One crash. A decade of HELL.,"Create a 30-second history short about the Great Depression. Cover: Black Tuesday — Oct 29 1929 — a key part of the story of Great Depression. 25% unemployment — a key part of the story of Great Depression. Hoovervilles everywhere — a key part of the story of Great Depression. Dust Bowl destroyed farms — a key part of the story of Great Depression. WWII ended it — a key part of the story of Great Depression. Black Tuesday on October 29, 1929, saw the stock market lose billions in a single day. Unemployment in the United States eventually reached roughly 25 percent. Franklin Roosevelt's New Deal programs provided relief, recovery, and lasting reforms like Social Security.","Black Tuesday — Oct 29 1929. | Dust Bowl destroyed farms. | Black Tuesday on October 29, 1929, saw the stock market lose billions in a single day. | Unemployment in the United States eventually reached roughly 25 percent. | Franklin Roosevelt's New Deal programs provided relief, recovery, and lasting reforms like Social Security. | The Great Depression was a severe global economic downturn from 1929 to 1939. | By 1929, declining spending had led to reductions in manufacturing output and rising unemployment. | Among the countries with the most unemployed were the U.S., the United Kingdom, and Germany. | The Depression was preceded by a period of industrial growth and social development known as the ""Roaring Twenties"". | Banks were subject to minimal regulation, resulting in loose lending and widespread debt. | The period was characterized by high rates of unemployment and poverty, drastic reductions in industrial production and international trade. | Much of the profit generated by the boom was invested in speculation, such as in the stock market, contributing to growing wealth inequality.",/images/catalog/021-great-depression.jpg,#GreatDepression #1930s #AmericanHistory #HistoryTok,One crash. A decade of hell. Could it happen again? #GreatDepression #1930s #AmericanHistory #HistoryTok,Dorothea Lange · Public domain,https://commons.wikimedia.org/wiki/File:Lange-MigrantMother02.jpg
22,World War II,70-85 MILLION dead. Deadliest war EVER.,"Create a 30-second history short about World War II. Cover: 70-85 million dead — a key part of the story of World War II. Holocaust — 6 million Jews — a key part of the story of World War II. Pearl Harbor 1941 — a key part of the story of World War II. D-Day — largest invasion — a key part of the story of World War II. Japan surrendered 1945 — a key part of the story of World War II. World War II killed an estimated 70 to 85 million people, the deadliest conflict in human history. The Holocaust systematically murdered six million Jews and millions of other victims. Allied victory in 1945 reshaped the global order and ushered in the nuclear age.","Holocaust — 6 million Jews. | Japan surrendered 1945. | World War II killed an estimated 70 to 85 million people, the deadliest conflict in human history. | The Holocaust systematically murdered six million Jews and millions of other victims. | Allied victory in 1945 reshaped the global order and ushered in the nuclear age. | World War II is generally considered to have begun on 1 September 1939. | World War II, or the Second World War was a global conflict between two coalitions: the Allies and the Axis powers. | Key events preceding the war included Japan's invasion of Manchuria in 1931, the Spanish Civil War, the outbreak of the Second Sino-Japanese War in 1937. | World War II was the deadliest conflict in history, causing the deaths of 60 to 75 million people, a majority of whom were civilians. | Millions died as a result of massacres, starvation, disease, and genocides including the Holocaust. | The causes of World War II included unresolved tensions in the aftermath of World War I and the rise of fascism in Europe and militarism in Japan. | After the Allied victory, Germany, Austria, Japan, and Korea were occupied, and German and Japanese leaders were tried for war crimes.",/images/catalog/022-world-war-ii.jpg,#WorldWar2 #WW2 #DDay #HistoryTok,The deadliest war in human history. Never forget. #WorldWar2 #WW2 #DDay #HistoryTok,"US Coast Guard, photo 26-G-2517 · Public domain",https://commons.wikimedia.org/wiki/File:Normandy_Invasion%2C_June_1944.jpg
23,D-Day,156000 troops. One day. The longest day.,"Create a 30-second history short about D-Day. Cover: June 6 1944 — Normandy — a key part of the story of D-Day. 5 beaches. 156000 troops — a key part of the story of D-Day. Omaha = bloodiest — a key part of the story of D-Day. Fooled Hitler — a key part of the story of D-Day. Average age: 26 — a key part of the story of D-Day. Allied forces landed on five Normandy beaches on June 6, 1944, in the largest amphibious invasion ever. Omaha Beach saw the heaviest American casualties of the entire operation. D-Day opened the Western Front and began the liberation of Nazi-occupied Europe.","June 6, 1944 — Normandy. | 5 beaches. 156000 troops. | Allied forces landed on five Normandy beaches on June 6, 1944, in the largest amphibious invasion ever. | Omaha Beach saw the heaviest American casualties of the entire operation. | D-Day opened the Western Front and began the liberation of Nazi-occupied Europe. | The weather on the day selected for D-Day was not ideal, and the operation had to be delayed 24 hours. | Codenamed Operation Neptune and often referred to as D-Day, it is the largest seaborne invasion in history. | D-Day is usually dated to 1944. | Contemporary reports still describe D-Day. | Later histories kept returning to D-Day. | Surviving photographs still illustrate D-Day. | Standard world-history surveys still include D-Day.",/images/catalog/023-d-day.jpg,#DDay #Normandy #WW2 #MilitaryHistory,156000 troops. One day. The longest day. #DDay #Normandy #WW2 #MilitaryHistory,"US Coast Guard, photo 26-G-2517 · Public domain",https://commons.wikimedia.org/wiki/File:Normandy_Invasion%2C_June_1944.jpg
